image_id,x_min,y_min,x_max,y_max,color,position,texture,lighting,description
ISIC_0029019,0,0,600,450,light,middle-center,flat,under bright light,"A light growth at the middle-center area, appearing flat and under bright light."
ISIC_0029024,242,108,506,342,light,middle-center,scaly,under bright light,"A scaly lesion with light tone is seen around the middle-center, under bright light."
ISIC_0029038,0,284,210,450,light,bottom-left,rough,under bright light,A rough light lesion around the bottom-left under under bright light.
ISIC_0029046,231,134,415,324,light,middle-center,flat,under dim light,"A light flat spot positioned at the middle-center, under dim light."
ISIC_0029084,0,126,551,359,light,middle-center,scaly,well illuminated,"The lesion at the middle-center looks scaly and light, well illuminated."
ISIC_0029098,0,199,600,450,pale,bottom-center,smooth,in natural lighting,"A pale lesion located at the bottom-center, with smooth texture and in natural lighting."
ISIC_0029107,118,154,356,327,brownish,middle-center,grainy,slightly shadowed,"A brownish lesion with grainy surface appears at the middle-center, slightly shadowed."
ISIC_0029114,149,16,420,434,light,middle-center,irregular,under bright light,"A light lesion with irregular surface appears at the middle-center, under bright light."
ISIC_0029115,0,0,354,450,light,middle-left,bumpy,well illuminated,"A light lesion located at the middle-left, with bumpy texture and well illuminated."
ISIC_0029139,0,46,468,450,light,middle-center,smooth,slightly shadowed,"The middle-center region contains a light smooth pigmentation, slightly shadowed."
ISIC_0029159,237,105,435,342,light,middle-center,smooth,under bright light,"The middle-center area reveals a smooth light patch, under bright light."
ISIC_0029161,124,41,456,402,brownish,middle-center,irregular,slightly shadowed,"An brownish irregular lesion located at the middle-center, slightly shadowed."
ISIC_0029180,218,56,506,376,brownish,middle-center,flat,moderately lit,"The middle-center region displays a flat, brownish mark, moderately lit."
ISIC_0029206,0,0,600,450,light,middle-center,scaly,well illuminated,"A scaly lesion with light tone is seen around the middle-center, well illuminated."
ISIC_0029212,80,32,475,408,light,middle-center,flat,slightly shadowed,"A light, flat patch is visible near the middle-center, slightly shadowed."
ISIC_0029229,0,0,600,450,light,middle-center,flat,under bright light,"A flat and light lesion is observed at the middle-center, under bright light."
ISIC_0029235,0,179,274,450,light,bottom-left,scaly,under dim light,"A light, scaly patch is visible near the bottom-left, under dim light."
ISIC_0029239,105,114,423,348,brownish,middle-center,irregular,well illuminated,"Located near the middle-center, a brownish irregular lesion is seen, well illuminated."
ISIC_0029245,127,0,461,412,light,middle-center,scaly,moderately lit,"A scaly lesion with light tone is seen around the middle-center, moderately lit."
ISIC_0029248,0,0,469,450,light,middle-center,rough,slightly shadowed,"A light growth at the middle-center area, appearing rough and slightly shadowed."
ISIC_0029251,50,30,416,450,brownish,middle-center,irregular,in natural lighting,"A brownish irregularly shaped lesion appears at the middle-center, in natural lighting."
ISIC_0029253,149,52,434,344,light,middle-center,irregular,slightly shadowed,"The lesion at the middle-center looks irregular and light, slightly shadowed."
ISIC_0029262,238,185,347,352,brownish,middle-center,irregular,well illuminated,"At the middle-center, a brownish irregular lesion can be observed, well illuminated."
ISIC_0029263,0,0,284,450,light,middle-left,irregular,under bright light,"The lesion, light and irregular, is located toward the middle-left, under bright light."
ISIC_0029283,210,194,460,380,brownish,middle-center,smooth,under bright light,"A smooth lesion appears at the middle-center, exhibiting brownish pigmentation, under bright light."
ISIC_0029284,231,239,386,368,brownish,bottom-center,grainy,under bright light,"A brownish growth at the bottom-center area, appearing grainy and under bright light."
ISIC_0029302,216,0,600,450,brownish,middle-right,bumpy,well illuminated,"An brownish bumpy lesion located at the middle-right, well illuminated."
